194002	29316
181668	16940
188619	-44448
152175	25217
474318	-32021
466618	25130
496113	-41693
526935	-37205
1829221	-114203
1625451	-31929
1764004	-79570
1745032	-79741
6543195	-139926
6022810	-198094
6463632	-110571
6773093	-233320
12575298	-141960
10305118	-271743
13405595	-288906
10263727	-229506
41466783	-510185
40415922	-515136
41044606	-444357
40587901	-393278
163760937	-1119906
155357753	-788168
159441362	-895704
150492597	-733645
636220441	-1541291
644080031	-1578294
652668666	-1664316
624223606	-1652119
991349644	-2089013
989296347	-1934208
1000825470	-2229428
1003722450	-2356163
4051653263	-4811598
3971993705	-4739387
4090807217	-4717250
4049170785	-4537267
16218108795	-8722212
16173725636	-9314968
16256882593	-9845767
16368414794	-8681447
67506187292	-17844628
67826474020	-18798446
67654536110	-18741474
67714768821	-18178610
108017247066	-22079522
107653481745	-22338561
107514165986	-22581384
107735992286	-22606313
487928382650	-45962292
491491425518	-45195405
489086894401	-47854708
486220339246	-46418161
2172408863102	-92003321
2177666837001	-94397064
2174688188178	-88771991
2185730619474	-93017025
