81382	29316
48961	16940
46425	-44448
62237	25217
107882	-32021
112159	25130
108845	-41693
96731	-37205
229355	-114203
224287	-31929
210499	-79570
234169	-79741
528713	-139926
505505	-198094
522189	-110571
520652	-233320
708896	-141960
720308	-271743
737046	-288906
696557	-229506
1989695	-510185
1976714	-515136
1986345	-444357
1969873	-393278
6356123	-1119906
6360428	-788168
6319433	-895704
6341510	-733645
24302120	-1541291
25055067	-1578294
24325518	-1664316
23960571	-1652119
36475809	-2089013
35771934	-1934208
36186855	-2229428
35604953	-2356163
136105619	-4811598
139341190	-4739387
141332708	-4717250
137474066	-4537267
573797964	-8722212
571629549	-9314968
576255353	-9845767
573795063	-8681447
2354285736	-17844628
2354056483	-18798446
2361101837	-18741474
2348279392	-18178610
3678395572	-22079522
3820250679	-22338561
3682002377	-22581384
3657610249	-22606313
18631325317	-45962292
17988326431	-45195405
17896844681	-47854708
17997876015	-46418161
116020002437	-92003321
115194416494	-94397064
119542176451	-88771991
114333088594	-93017025
650004924800	-186834082
667314549098	-185997521
645460553991	-182065015
636005031448	-180793224
1091928422471	-230698391
1080254438754	-230168572
1135352375633	-231393935
1078074220251	-231011693

